Text,new_text,languages,new_text_after_translation,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun,scores,compound,sentiment
"so we‚Äôve all heard anecdotes awful side effects covid vaccine. here‚Äôs my story. i got pfizer vaccine months ago. first one shot, then few weeks later, second. my arm hurt little getting jabbed, as with other shots. then it was fine. i feel fine.","so we‚Äôve all heard anecdotes awful side effects covid vaccine. here‚Äôs my story. i got pfizer vaccine months ago. first one shot, then few weeks later, second. my arm hurt little getting jabbed, as with other shots. then it was fine. i feel fine.",ENGLISH,"so we‚Äôve all heard anecdotes awful side effects covid vaccine. here‚Äôs my story. i got pfizer vaccine months ago. first one shot, then few weeks later, second. my arm hurt little getting jabbed, as with other shots. then it was fine. i feel fine.","[('so', 'IN'), ('we', 'PRP'), ('i', 'VBP'), ('ve', 'VBP'), ('all', 'DT'), ('heard', 'NN'), ('anecdotes', 'VBZ'), ('awful', 'JJ'), ('side', 'NN'), ('effects', 'NNS'), ('covid', 'VBP'), ('vaccine', 'NN'), ('here', 'RB'), ('i', 'VBZ'), ('i', 'VBP'), ('my', 'PRP$'), ('story', 'NN'), ('i', 'NN'), ('got', 'VBD'), ('pfizer', 'JJ'), ('vaccine', 'JJ'), ('months', 'NNS'), ('ago', 'IN'), ('first', 'JJ'), ('one', 'CD'), ('shot', 'NN'), ('then', 'RB'), ('few', 'JJ'), ('weeks', 'NNS'), ('later', 'RB'), ('second', 'JJ'), ('my', 'PRP$'), ('arm', 'JJ'), ('hurt', 'NN'), ('little', 'JJ'), ('getting', 'VBG'), ('jabbed', 'VBN'), ('as', 'IN'), ('with', 'IN'), ('other', 'JJ'), ('shots', 'NNS'), ('then', 'RB'), ('it', 'PRP'), ('was', 'VBD'), ('fine', 'JJ'), ('i', 'JJ'), ('feel', 'NN'), ('fine', 'NN')]","['hear', 'anecdote', 'awful', 'side_effect', 'covid', 'vaccine', 'story', 'get', 'pfizer', 'vaccine', 'month', 'ago', 'first', 'one', 'shoot', 'week', 'later', 'second', 'arm', 'hurt', 'little', 'get', 'jabbed', 'shot', 'fine', 'feel', 'fine']","['hear', 'anecdote', 'awful', 'side_effect', 'covid', 'vaccine', 'story', 'get', 'pfizer', 'vaccine', 'month', 'ago', 'first', 'shoot', 'week', 'later', 'second', 'arm', 'hurt', 'little', 'get', 'jabbed', 'shot', 'fine', 'feel', 'fine']","['anecdote', 'side_effect', 'vaccine', 'story', 'pfizer', 'vaccine', 'month', 'week', 'arm', 'jabbed', 'shot']","{'neg': 0.133, 'neu': 0.792, 'pos': 0.075, 'compound': -0.5859}",-0.5859,negative
pfizer me. it was what was available at time. got it order be able stop using masks. i literally have scars my ears stupid things. side effects scalp ache yes you read that correct it was scalp not head ache lol.,pfizer me. it was what was available at time. got it order be able stop using masks. i literally have scars my ears stupid things. side effects scalp ache yes you read that correct it was scalp not head ache lol.,ENGLISH,pfizer me. it was what was available at time. got it order be able stop using masks. i literally have scars my ears stupid things. side effects scalp ache yes you read that correct it was scalp not head ache lol.,"[('pfizer', 'IN'), ('me', 'PRP'), ('it', 'PRP'), ('was', 'VBD'), ('what', 'WP'), ('was', 'VBD'), ('available', 'JJ'), ('at', 'IN'), ('time', 'NN'), ('got', 'VBD'), ('it', 'PRP'), ('order', 'NN'), ('be', 'VB'), ('able', 'JJ'), ('stop', 'JJ'), ('using', 'VBG'), ('masks', 'NNS'), ('i', 'RB'), ('literally', 'RB'), ('have', 'VBP'), ('scars', 'NNS'), ('my', 'PRP$'), ('ears', 'NNS'), ('stupid', 'JJ'), ('things', 'NNS'), ('side', 'NN'), ('effects', 'NNS'), ('scalp', 'VBP'), ('ache', 'RB'), ('yes', 'RB'), ('you', 'PRP'), ('read', 'VBP'), ('that', 'IN'), ('correct', 'VBP'), ('it', 'PRP'), ('was', 'VBD'), ('scalp', 'VBN'), ('not', 'RB'), ('head', 'JJ'), ('ache', 'NN'), ('lol', 'NN')]","['pfizer', 'available', 'time', 'get', 'order', 'able', 'stop', 'use', 'mask', 'literally', 'scar', 'ear', 'stupid', 'thing', 'side_effect', 'scalp', 'ache', 'yes', 'read', 'correct', 'scalp', 'not', 'head', 'ache', 'lol']","['pfizer', 'available', 'time', 'get', 'order', 'able', 'stop', 'use', 'mask', 'literally', 'scar', 'ear', 'stupid', 'thing', 'side_effect', 'scalp', 'read', 'correct', 'head', 'lol']","['pfizer', 'time', 'order', 'stop', 'mask', 'scar', 'ear', 'thing', 'side_effect', 'scalp']","{'neg': 0.264, 'neu': 0.682, 'pos': 0.054, 'compound': -0.8567}",-0.8567,negative
pfizer was down $51.8 billion 2019 2019 earning were down 2018. know facts before you switch chinese substitute.,pfizer was down $51.8 billion 2019 2019 earning were down 2018. know facts before you switch chinese substitute.,ENGLISH,pfizer was down $51.8 billion 2019 2019 earning were down 2018. know facts before you switch chinese substitute.,"[('pfizer', 'NN'), ('was', 'VBD'), ('down', 'RB'), ('eight', 'CD'), ('billion', 'CD'), ('earning', 'VBG'), ('were', 'VBD'), ('down', 'RB'), ('know', 'JJ'), ('facts', 'NNS'), ('before', 'IN'), ('you', 'PRP'), ('switch', 'VBP'), ('chinese', 'JJ'), ('substitute', 'NN')]","['pfizer', 'eight', 'billion', 'earn', 'know', 'fact', 'switch', 'chinese', 'substitute']","['pfizer', 'earn', 'know', 'fact', 'switch', 'chinese', 'substitute']","['pfizer', 'fact', 'substitute']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,negative
pfizer moderna raises price covid-19 vaccine by 25% europe: report. read here üëá,pfizer moderna raises price covid-19 vaccine by 25% europe: report. read here backhand_index_pointing_down,ENGLISH,pfizer moderna raises price covid-19 vaccine by 25% europe: report. read here backhand_index_pointing_down,"[('pfizer', 'NN'), ('modern', 'JJ'), ('raises', 'VBZ'), ('price', 'NN'), ('covid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('by', 'IN'), ('twentyfive', 'JJ'), ('europe', 'NN'), ('report', 'NN'), ('read', 'VBD'), ('here', 'RB')]","['pfizer', 'modern', 'raise', 'price', 'covid', 'nineteen', 'vaccine', 'twentyfive', 'europe', 'report', 'read']","['pfizer', 'modern', 'raise', 'price', 'covid', 'vaccine', 'report', 'read']","['pfizer', 'price', 'covid', 'vaccine', 'report']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
did you know after getting pfizer one side effect is permahardon look it up horrible side effect i keep getting raging boners that make me feel 18 again,did you know after getting pfizer one side effect is permahardon look it up horrible side effect i keep getting raging boners that make me feel 18 again,ENGLISH,did you know after getting pfizer one side effect is permahardon look it up horrible side effect i keep getting raging boners that make me feel 18 again,"[('did', 'VBD'), ('you', 'PRP'), ('know', 'VBP'), ('after', 'IN'), ('getting', 'VBG'), ('pfizer', 'JJ'), ('one', 'CD'), ('side', 'NN'), ('effect', 'NN'), ('is', 'VBZ'), ('permahardon', 'JJ'), ('look', 'NN'), ('it', 'PRP'), ('up', 'RP'), ('horrible', 'JJ'), ('side', 'NN'), ('effect', 'NN'), ('i', 'NN'), ('keep', 'VBP'), ('getting', 'VBG'), ('raging', 'VBG'), ('boners', 'NNS'), ('that', 'WDT'), ('make', 'VBP'), ('me', 'PRP'), ('feel', 'VB'), ('eighteen', 'RB'), ('again', 'RB')]","['know', 'get', 'pfizer', 'one', 'side', 'effect', 'permahardon', 'look', 'horrible', 'side', 'effect', 'keep', 'get', 'rage', 'boner', 'make', 'feel', 'eighteen']","['know', 'get', 'pfizer', 'side', 'effect', 'permahardon', 'look', 'horrible', 'side', 'effect', 'keep', 'get', 'rage', 'boner', 'make', 'feel']","['pfizer', 'side', 'effect', 'permahardon', 'side', 'effect', 'boner']","{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.7845}",-0.7845,negative
lmfao vaccine was no different then other 7 i have had my life still kicking made babies ever since getting pfizer my dick is hard 4hours day what dope side effect,lmfao vaccine was no different then other 7 i have had my life still kicking made babies ever since getting pfizer my dick is hard 4hours day what dope side effect,ENGLISH,lmfao vaccine was no different then other 7 i have had my life still kicking made babies ever since getting pfizer my dick is hard 4hours day what dope side effect,"[('lao', 'JJ'), ('vaccine', 'NN'), ('was', 'VBD'), ('no', 'DT'), ('different', 'JJ'), ('then', 'RB'), ('other', 'JJ'), ('seven', 'CD'), ('i', 'NNS'), ('have', 'VBP'), ('had', 'VBN'), ('my', 'PRP$'), ('life', 'NN'), ('still', 'RB'), ('kicking', 'VBG'), ('made', 'VBN'), ('babies', 'NNS'), ('ever', 'RB'), ('since', 'IN'), ('getting', 'VBG'), ('pfizer', 'NN'), ('my', 'PRP$'), ('dick', 'NN'), ('is', 'VBZ'), ('hard', 'JJ'), ('hours', 'NNS'), ('day', 'NN'), ('what', 'WP'), ('dope', 'VBZ'), ('side', 'NN'), ('effect', 'NN')]","['vaccine', 'different', 'seven', 'life', 'still', 'kick', 'make', 'baby', 'ever', 'since', 'get', 'pfizer', 'dick', 'hard', 'hour', 'day', 'dope', 'side', 'effect']","['vaccine', 'different', 'life', 'still', 'kick', 'make', 'baby', 'ever', 'get', 'pfizer', 'dick', 'hard', 'hour', 'day', 'dope', 'side', 'effect']","['life', 'baby', 'pfizer', 'hour', 'day', 'dope', 'side', 'effect']","{'neg': 0.195, 'neu': 0.706, 'pos': 0.099, 'compound': -0.34}",-0.34,negative
my point is why risk something especially if you‚Äôre your 20s when you‚Äôre as close 100% as you can possibly get not being affected by it tell you what if pfizer stands behind their product 100% will agree taking full responsibility it i‚Äôll get it lol,my point is why risk something especially if you‚Äôre your 20s when you‚Äôre as close 100% as you can possibly get not being affected by it tell you what if pfizer stands behind their product 100% will agree taking full responsibility it i‚Äôll get it lol,ENGLISH,my point is why risk something especially if you‚Äôre your 20s when you‚Äôre as close 100% as you can possibly get not being affected by it tell you what if pfizer stands behind their product 100% will agree taking full responsibility it i‚Äôll get it lol,"[('my', 'PRP$'), ('point', 'NN'), ('is', 'VBZ'), ('why', 'WRB'), ('risk', 'NN'), ('something', 'NN'), ('especially', 'RB'), ('if', 'IN'), ('you', 'PRP'), ('i', 'VBP'), ('re', 'VB'), ('your', 'PRP$'), ('is', 'VBZ'), ('when', 'WRB'), ('you', 'PRP'), ('i', 'VBP'), ('re', 'VBP'), ('as', 'RB'), ('close', 'RB'), ('as', 'IN'), ('you', 'PRP'), ('can', 'MD'), ('possibly', 'RB'), ('get', 'VB'), ('not', 'RB'), ('being', 'VBG'), ('affected', 'VBN'), ('by', 'IN'), ('it', 'PRP'), ('tell', 'VB'), ('you', 'PRP'), ('what', 'WP'), ('if', 'IN'), ('pfizer', 'NN'), ('stands', 'NNS'), ('behind', 'IN'), ('their', 'PRP$'), ('product', 'NN'), ('will', 'MD'), ('agree', 'VB'), ('taking', 'VBG'), ('full', 'JJ'), ('responsibility', 'NN'), ('it', 'PRP'), ('i', 'VBZ'), ('i', 'VBP'), ('all', 'DT'), ('get', 'VBP'), ('it', 'PRP'), ('lol', 'VB')]","['point', 'risk', 'something', 'especially', 'close', 'possibly', 'get', 'not', 'affect', 'tell', 'pfizer', 'stand', 'behind', 'product', 'agree', 'take', 'full', 'responsibility', 'get', 'lol']","['point', 'risk', 'especially', 'close', 'possibly', 'get', 'affect', 'tell', 'pfizer', 'stand', 'product', 'agree', 'take', 'full', 'responsibility', 'get', 'lol']","['point', 'tell', 'pfizer', 'product', 'responsibility']","{'neg': 0.041, 'neu': 0.826, 'pos': 0.133, 'compound': 0.5638}",0.5638,positive
"just met someone else, young guy, likely late 20s, double shot pfizer, trouble breathing but not hospitalized‚Ä¶ couple other friends who are fully vax‚Äôd as well, they all say they‚Äôd be worse off without vaccines. it really speaks challenges delta.","just met someone else, young guy, likely late 20s, double shot pfizer, trouble breathing but not hospitalized‚Ä¶ couple other friends who are fully vax‚Äôd as well, they all say they‚Äôd be worse off without vaccines. it really speaks challenges delta.",ENGLISH,"just met someone else, young guy, likely late 20s, double shot pfizer, trouble breathing but not hospitalized‚Ä¶ couple other friends who are fully vax‚Äôd as well, they all say they‚Äôd be worse off without vaccines. it really speaks challenges delta.","[('just', 'RB'), ('met', 'VBN'), ('someone', 'NN'), ('else', 'RB'), ('young', 'JJ'), ('guy', 'NN'), ('likely', 'JJ'), ('late', 'JJ'), ('is', 'VBZ'), ('double', 'JJ'), ('shot', 'JJ'), ('pfizer', 'NN'), ('trouble', 'NN'), ('breathing', 'VBG'), ('but', 'CC'), ('not', 'RB'), ('hospitalized', 'VBN'), ('i', 'JJ'), ('couple', 'NN'), ('other', 'JJ'), ('friends', 'NNS'), ('who', 'WP'), ('are', 'VBP'), ('fully', 'RB'), ('van', 'IN'), ('i', 'NN'), ('i', 'NN'), ('as', 'RB'), ('well', 'RB'), ('they', 'PRP'), ('all', 'DT'), ('say', 'VBP'), ('they', 'PRP'), ('i', 'VBP'), ('i', 'VBP'), ('be', 'VB'), ('worse', 'JJR'), ('off', 'IN'), ('without', 'IN'), ('vaccines', 'NNS'), ('it', 'PRP'), ('really', 'RB'), ('speaks', 'VBZ'), ('challenges', 'NNS'), ('delta', 'NN')]","['meet', 'someone', 'else', 'young', 'likely', 'late', 'double', 'shot', 'pfizer', 'trouble', 'breathe', 'not', 'hospitalize', 'couple', 'friend', 'fully', 'van', 'well', 'say', 'bad', 'without', 'vaccine', 'really', 'speak', 'challenge', 'delta']","['meet', 'else', 'young', 'likely', 'late', 'double', 'shot', 'pfizer', 'trouble', 'breathe', 'hospitalize', 'couple', 'friend', 'fully', 'well', 'say', 'bad', 'vaccine', 'really', 'speak', 'challenge']","['shot', 'pfizer', 'trouble', 'couple', 'friend', 'vaccine', 'challenge']","{'neg': 0.12, 'neu': 0.699, 'pos': 0.181, 'compound': 0.4701}",0.4701,negative
sadly looks like that‚Äôs case. i got pfizer shots april regret it now.,sadly looks like that‚Äôs case. i got pfizer shots april regret it now.,ENGLISH,sadly looks like that‚Äôs case. i got pfizer shots april regret it now.,"[('sadly', 'RB'), ('looks', 'VBZ'), ('like', 'IN'), ('that', 'DT'), ('i', 'NN'), ('i', 'VBP'), ('case', 'NN'), ('i', 'NN'), ('got', 'VBD'), ('pfizer', 'JJ'), ('shots', 'NNS'), ('april', 'VBP'), ('regret', 'VB'), ('it', 'PRP'), ('now', 'RB')]","['sadly', 'look', 'like', 'case', 'get', 'pfizer', 'shot', 'april', 'regret']","['sadly', 'look', 'case', 'get', 'pfizer', 'shot', 'regret']","['case', 'pfizer', 'shot', 'regret']","{'neg': 0.327, 'neu': 0.526, 'pos': 0.146, 'compound': -0.4767}",-0.4767,negative
pfizer both doses awaiting word booster. my days off are wednesday thursdayü§û,pfizer both doses awaiting word booster. my days off are wednesday thursdaycrossed_fingers,ENGLISH,pfizer both doses awaiting word booster. my days off are wednesday thursdaycrossed_fingers,"[('pfizer', 'NN'), ('both', 'DT'), ('doses', 'NNS'), ('awaiting', 'VBG'), ('word', 'NN'), ('booster', 'NN'), ('my', 'PRP$'), ('days', 'NNS'), ('off', 'RP'), ('are', 'VBP'), ('wednesday', 'JJ')]","['pfizer', 'dose', 'await', 'word', 'booster', 'day', 'wednesday']","['pfizer', 'dose', 'await', 'word', 'booster', 'day']","['pfizer', 'dose', 'word', 'booster', 'day']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
team pfizer üëèüèº,team pfizer clapping_handsmedium-light_skin_tone,ENGLISH,team pfizer clapping_handsmedium-light_skin_tone,"[('team', 'NN'), ('pfizer', 'NN')]","['team', 'pfizer']","['team', 'pfizer']","['team', 'pfizer']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,positive
"no i got pfizer sore arm, mild fatigue. nothing major","no i got pfizer sore arm, mild fatigue. nothing major",ENGLISH,"no i got pfizer sore arm, mild fatigue. nothing major","[('no', 'DT'), ('i', 'NN'), ('got', 'VBD'), ('pfizer', 'RB'), ('sore', 'JJ'), ('arm', 'NN'), ('mild', 'NN'), ('fatigue', 'NN'), ('nothing', 'NN'), ('major', 'JJ')]","['get', 'pfizer', 'sore', 'arm', 'mild', 'fatigue', 'nothing', 'major']","['get', 'pfizer', 'sore', 'arm', 'mild', 'fatigue', 'major']","['pfizer', 'arm', 'fatigue']","{'neg': 0.528, 'neu': 0.472, 'pos': 0.0, 'compound': -0.6908}",-0.6908,neutral
i got both doses pfizer my third trimester my baby was born happy healthy few weeks later. i felt safer being hospital delivery there‚Äôs strong chance my baby got antibodies too which feels even more important with delta circulating. zero regrets,i got both doses pfizer my third trimester my baby was born happy healthy few weeks later. i felt safer being hospital delivery there‚Äôs strong chance my baby got antibodies too which feels even more important with delta circulating. zero regrets,ENGLISH,i got both doses pfizer my third trimester my baby was born happy healthy few weeks later. i felt safer being hospital delivery there‚Äôs strong chance my baby got antibodies too which feels even more important with delta circulating. zero regrets,"[('i', 'NN'), ('got', 'VBD'), ('both', 'DT'), ('doses', 'NNS'), ('pfizer', 'VBP'), ('my', 'PRP$'), ('third', 'JJ'), ('trimester', 'NN'), ('my', 'PRP$'), ('baby', 'NN'), ('was', 'VBD'), ('born', 'VBN'), ('happy', 'JJ'), ('healthy', 'JJ'), ('few', 'JJ'), ('weeks', 'NNS'), ('later', 'RB'), ('i', 'VBP'), ('felt', 'VBD'), ('safer', 'NN'), ('being', 'VBG'), ('hospital', 'JJ'), ('delivery', 'NN'), ('there', 'EX'), ('i', 'NN'), ('i', 'NN'), ('strong', 'JJ'), ('chance', 'NN'), ('my', 'PRP$'), ('baby', 'NN'), ('got', 'VBD'), ('antibodies', 'NNS'), ('too', 'RB'), ('which', 'WDT'), ('feels', 'VBD'), ('even', 'RB'), ('more', 'RBR'), ('important', 'JJ'), ('with', 'IN'), ('delta', 'JJ'), ('circulating', 'VBG'), ('zero', 'CD'), ('regrets', 'NNS')]","['get', 'dose', 'pfizer', 'third', 'trimester', 'baby', 'bear', 'happy', 'healthy', 'week', 'later', 'feel', 'safe', 'hospital', 'delivery', 'strong', 'chance', 'baby', 'get', 'antibody', 'feel', 'even', 'important', 'delta', 'circulate', 'zero', 'regret']","['get', 'dose', 'pfizer', 'third', 'trimester', 'baby', 'bear', 'happy', 'healthy', 'week', 'later', 'feel', 'safe', 'hospital', 'delivery', 'strong', 'chance', 'baby', 'get', 'antibody', 'feel', 'even', 'important', 'delta', 'circulate', 'regret']","['dose', 'pfizer', 'trimester', 'baby', 'week', 'hospital', 'delivery', 'chance', 'baby', 'antibody', 'delta', 'regret']","{'neg': 0.049, 'neu': 0.626, 'pos': 0.325, 'compound': 0.92}",0.92,positive
got my second pfizer dose day i found out i was expecting. definitely best thing i‚Äôve done so far my little bean.,got my second pfizer dose day i found out i was expecting. definitely best thing i‚Äôve done so far my little bean.,ENGLISH,got my second pfizer dose day i found out i was expecting. definitely best thing i‚Äôve done so far my little bean.,"[('got', 'VBD'), ('my', 'PRP$'), ('second', 'JJ'), ('pfizer', 'NN'), ('dose', 'JJ'), ('day', 'NN'), ('i', 'VB'), ('found', 'VBN'), ('out', 'IN'), ('i', 'NN'), ('was', 'VBD'), ('expecting', 'VBG'), ('definitely', 'RB'), ('best', 'JJS'), ('thing', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('ve', 'VBP'), ('done', 'VBN'), ('so', 'RB'), ('far', 'RB'), ('my', 'PRP$'), ('little', 'JJ'), ('bean', 'JJ')]","['get', 'second', 'pfizer', 'dose', 'day', 'find', 'expect', 'definitely', 'good', 'thing', 'do', 'far', 'little', 'bean']","['get', 'second', 'pfizer', 'dose', 'day', 'find', 'expect', 'definitely', 'good', 'thing', 'do', 'far', 'little', 'bean']","['pfizer', 'dose', 'day', 'thing', 'bean']","{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.7845}",0.7845,positive
"sitting at bar vacation people next me are vaccinated believe vaccine, but are questioning whether or not booster is needed or if it‚Äôs just pfizer trying pull off money making scheme...","sitting at bar vacation people next me are vaccinated believe vaccine, but are questioning whether or not booster is needed or if it‚Äôs just pfizer trying pull off money making scheme...",ENGLISH,"sitting at bar vacation people next me are vaccinated believe vaccine, but are questioning whether or not booster is needed or if it‚Äôs just pfizer trying pull off money making scheme...","[('sitting', 'VBG'), ('at', 'IN'), ('bar', 'NN'), ('vacation', 'NN'), ('people', 'NNS'), ('next', 'IN'), ('me', 'PRP'), ('are', 'VBP'), ('vaccinated', 'JJ'), ('believe', 'JJ'), ('vaccine', 'NN'), ('but', 'CC'), ('are', 'VBP'), ('questioning', 'VBG'), ('whether', 'IN'), ('or', 'CC'), ('not', 'RB'), ('booster', 'NN'), ('is', 'VBZ'), ('needed', 'VBN'), ('or', 'CC'), ('if', 'IN'), ('it', 'PRP'), ('i', 'VBZ'), ('i', 'JJ'), ('just', 'RB'), ('pfizer', 'NN'), ('trying', 'VBG'), ('pull', 'VB'), ('off', 'RP'), ('money', 'NN'), ('making', 'VBG'), ('scheme', 'NN')]","['sit', 'bar', 'vacation', 'people', 'next', 'vaccinated', 'believe', 'vaccine', 'question', 'whether', 'not', 'booster', 'need', 'pfizer', 'try', 'pull', 'money', 'make', 'scheme']","['sit', 'bar', 'vacation', 'people', 'vaccinated', 'believe', 'vaccine', 'question', 'booster', 'need', 'pfizer', 'try', 'pull', 'money', 'make', 'scheme']","['bar', 'vacation', 'people', 'believe', 'vaccine', 'booster', 'pfizer', 'money', 'scheme']","{'neg': 0.051, 'neu': 0.949, 'pos': 0.0, 'compound': -0.1531}",-0.1531,negative
