,Text,Translated
227,"@ABC @jonkarl @ThisWeekABC 회개와 거룩함 사역회 BUSAN                                          #ACrippleHasWalked 
https://t.co/CbIZg3Ho6Z

전세계적인 코로나바이러스를
예언한 주님의 두 선지자의
방송입니다","@Abc @jonkarl @thisweekabc repentance and hollow ministry government Busan #Aripplehaswalked
https://t.co/CBIZG3HO6Z

Worldwide Corona Virus
Two prophets of the Lord prophecy
Broadcast"
228,"@NYDailyNews 회개와 거룩함 사역회 BUSAN                                          #ACrippleHasWalked 
https://t.co/CbIZg3Ho6Z

코로나바이러스 이후 사람들은
많이 죽었으며 감염자수도 폭발적으로 늘었습니다
여기 이 방송은 그 바이러스를
예언한 두 선지자들이 말씀을
전합니다","@Nydailynews repentance and holiness ministries Busan #AriPlehaswalked
https://t.co/CBIZG3HO6Z

After the coronavirus,
I died a lot,
This broadcast is that the virus
The two prophets of the prophecies
Fire"
229,"@BBCWorld 회개와 거룩함 사역회 BUSAN                                          #ACrippleHasWalked 
https://t.co/CbIZg3Ho6Z

유럽은 어지러움과 혼란속에
빠졌습니다
아시아 인도도 마찬가지입니다
왜 코로나바이러스가 왔는지
아십니까?","@Bbcworld repentance and holiday ministry busan #AriPplehaswalked
https://t.co/CBIZG3HO6Z

Europe is dizziness and confusion
I missed
Asia India is the same.
Why Corona Virus came
Do you know?"
230,"@latimes @latimessports 회개와 거룩함 사역회 BUSAN                                          #ACrippleHasWalked 
https://t.co/CbIZg3Ho6Z

코로나바이러스를 2015년 
예언하고 최근 베이루트 폭발을
예언한 선지자가 말씀을 전합니다","@Latimes @latimeessports Repentance and Holy Ministry Busan #AriPplehaswalked
https://t.co/CBIZG3HO6Z

Corona Virus 2015
In recent years,
The prophecy prophet tells the Word"
231,"@NYDailyNews 회개와 거룩함 사역회 BUSAN                                          #HourForHoliness 
https://t.co/VJQD3bPGdT

코로나바이러스가 존재하는
이 시대에 보다 더 심한 악성바이러스가 올 것입니다","@Nydailynews repentance and holiness ministry meeting Busan #hourforholiness
https://t.co/VJQD3BPGDT

There is a corona virus
More severe malignant virus will come in this age"
232,"@FoxNews 회개와 거룩함 사역회 BUSAN                                          #HourForHoliness 
https://t.co/VJQD3bPGdT

코로나바이러스를 인간은
이길 수 없습니다.
신이 주신 심판입니다
그 신은 주님이십니다.","@Foxnews repentance and holiness ministry governments Busan #hourforholiness
https://t.co/VJQD3BPGDT

Corona Virus is human
Can not win.
It's a judgment.
The god is the Lord."
233,"@BBCWorld 회개와 거룩함 사역회 BUSAN                                          #HourForHoliness 
https://t.co/VJQD3bPGdT

코로나바이러스로 폐가 다 망가진
사람을 고치신 주님의 두 선지자들의 하나님이 인정하신
거룩한 교회로 오십시오","@Bbcworld repentance and holiness ministry meeting Busan #hourforholiness
https://t.co/VJQD3BPGDT

Corona Virus
The God of the two prophets of the Lord,
Come to the holy church"
234,"@nikkei 회개와 거룩함 사역회 BUSAN                                          #HourForHoliness 
https://t.co/VJQD3bPGdT

코로나바이러스를 피할수 있는
유일한 곳이 있습니다
이곳을 방문하십시오","@nikkei repentance and holiness ministry meeting Busan #hourforholiness
https://t.co/VJQD3BPGDT

Corona virus can be avoided
There is only one place.
Visit here"
235,"@humnewspakistan 회개와 거룩함 사역회 BUSAN
#HourForHoliness

코로나바이러스를 2015년 예언한
모세 엘리야가 말씀을 전합니다.
아래 링크를 클릭하십시오!
https://t.co/VJQD3bPGdT","@Humnewspakistan Repentation and Holy Survey Association Busan
#OhourForholiness

Corona Virus prophesied in 2015
Moses Elijah speaks the word.
Click the link below!
https://t.co/VJQD3BPGDT"
236,"@NBCNews 회개와 거룩함 사역회 BUSAN                                          #HourForHoliness 
https://t.co/VJQD3bPGdT

코로나바이러스를 이미 5년전
예언한 선지자가 여기 있습니다","@NBCNEWS Repentation and Holy Ministry BUSAN #HORFORHOLINESS
https://t.co/VJQD3BPGDT

Corona Virus already five years ago
Here is a prophetic prophet."
237,"@BBCWorld 회개와 거룩함 사역회 BUSAN                                          #HourForHoliness 
https://t.co/VJQD3bPGdT

불구자의 치유가 매일 일어나는
거룩한 주님의 교회가 여기 있습니다. 코로나바이러스를
2015년에 예언했던 주님의
가장 전능한 두 선지자들의
천국복음방송으로 오십시오!!!","@Bbcworld repentance and holiness ministry meeting Busan #hourforholiness
https://t.co/VJQD3BPGDT

The healing of the despite the healing daily
Here is the church of the Holy Lord. Corona Virus
The Lord, who prophesied in 2015
Of the most moderate prophets
Come to the Gospel Broadcasting of Heaven !!!"
238,“SK바이오사이언스가 기술이전을 받은 노바백스 백신도 허가가 9월께로 늦춰졌다. 반면 몸속에 코로나바이러스 유전 정보를 전달해 면역력이 생기도록 하는 메신저리보핵산(mRNA) 방식인 화이자 백신은 심각한 후유증이 보고되지 않았다.”,"""The Nova Bags Vaccine, who received the technology transfer of SK Bioshi, was delayed to September. On the other hand, the Message Vaccine, a MRNA (MRNA) method that causes the corona virus genetic information to be carried out in the body, and the pfizer vaccine, which is a MRNA, which has been immunity, has not been reported. """
239,"@nikkei 회개와 거룩함 사역회 BUSAN                                              #MainSundayService 
https://t.co/9wvHMw5Mtk

백신이 해결책이 될 수가 없습니다
코로나바이러스 창궐을 명령하신
분은 바로 하나님이시기 때문입니다 주님의 두 선지자들의
메세지를 지금 들으십시오","@nikkei repentance and holiness ministry meeting Busan #MainsundayService
https://t.co/9wvhmw5mtk

Vaccine can not be a solution
You have commanded the corona virus window
If you are the case, the two prophets of the Lord
Listen to messages now"
240,"@nhk_news 회개와 거룩함 사역회 BUSAN                                              #MainSundayService 
https://t.co/9wvHMw5Mtk

코로나바이러스로 여행이 자유롭지 못하게 된 지 오래되었습니다
동일본지진 ,여러 지진 ,
코로나바이러스 지카 , 에볼라바이러스를 예언했던
참 선지자가 지금 방송중입니다","@nhk_news repentance and holiness ministry meeting Busan #mainsundayservice
https://t.co/9wvhmw5mtk

I have been a long time since I was free to travel with corona virus.
Dong Japan earthquake, several earthquakes,
Corona Virus Jikara, on the Ebola virus
The prophet is now broadcasting."
241,"@Forbes 회개와 거룩함 사역회 BUSAN                                              #MainSundayService 
https://t.co/9wvHMw5Mtk

코로나바이러스는 백신이 무색해질 것입니다
왜냐하면 하나님이 그렇게 만드셨기 때문입니다","@Forbes repentance and holiness ministry meeting Busan #mainsundayservice
https://t.co/9wvhmw5mtk

Corona Virus will be colorless for vaccine
Because God made it so much."
242,"@thehill 회개와 거룩함 사역회 BUSAN                                              #MainSundayService 
https://t.co/9wvHMw5Mtk

지금 사람들은 코로나바이러스에
벌써 적응을 하였습니다
백신도 위험하며 소용이 없습니다
오직 주님만이 이 상황을
바꾸십니다","@thehill repentance and holiness ministry meeting Busan #mainsundayservice
https://t.co/9wvhmw5mtk

Now people are in Corona Viruses
I already adapted
The vaccine is also dangerous and is no use.
Only the Lord is this situation
Change"
243,"@Yomiuri_Online 회개와 거룩함 사역회 BUSAN                                              #MainSundayService 
https://t.co/9wvHMw5Mtk

하나님은 코로나바이러스로
이 세상을 깨우고 있습니다
주님께 관심을 가지고 주님을
붙들어라고 두 선지자들을
통해 말씀하십니다","@Yomiuri_online repentance and holiness ministry meeting Busan #mainsundayservice
https://t.co/9wvhmw5mtk

God is a corona virus
I wake up this world.
I am interested in the Lord,
Two prophets to hold
Through it."
244,"@24NewsHD 회개와 거룩함 사역회 BUSAN                                              #MainSundayService 
https://t.co/9wvHMw5Mtk

주님의 두 선지자는 코로나바이러스를 예언하였고
앞으로의 세상은 더 심각한 바이러스와 지진 기근이 있다고
예언하였습니다","@ 24NEWSHD repentance and holiness ministry meeting Busan #MainsUndayService
https://t.co/9wvhmw5mtk

The two prophets of the Lord prophesied corona viruses
The future world has more serious viruses and earthquake famines
I prophesied."
245,"@nytimes 회개와 거룩함 사역회 BUSAN                                              #MainSundayService 
https://t.co/9wvHMw5Mtk

지금 코로나바이러스의 심각성을
안다면 여기 코로나바이러스를
2015년에 이미 예언한 두 선지자의 방송을 보십시오","@nytimes repentance and holiness ministry meeting Busan #mainsundayservice
https://t.co/9wvhmw5mtk

Now the seriousness of Corona virus
If you know, Corona Virus
See the two prophets of the two prophets in 2015"
246,"@NBCNews 회개와 거룩함 사역회 BUSAN                                              #MainSundayService 
https://t.co/9wvHMw5Mtk

대규모 불구자의 치유가 일어나며
코로나바이러스의 치유,에이즈의
치유까지도 일어나는 이곳 사역회로 오십시오","@NBCNEWS Repentation and Holy Ministry BUSAN #MAINSUNDAYSERVICE
https://t.co/9wvhmw5mtk

The healing of large-scale expenses
Corona Virus Healing, AIDS
Come here the ministry circuit that happens to heal"
247,"@TastyJapan 회개와 거룩함사역회  BUSAN                                         #EternityPreparedness
 https://t.co/Rr1mUnP4lP

코로나바이러스로 집에서 보내는
시간이 길어졌습니다
여러분 코로나바이러스를 예언한
주님의 두 선지자가 코로나비이러스는 주님의 심판이라고 합니다","@Tastyjapan repentance and holiness ministry meeting Busan #eternityPreparedness
 https://t.co/RR1MUNP4LP

Send at home with corona virus
Time is long.
You prophesied with your corona virus
The two prophets of the Lord are called Coro Nabiirus is the referee of the Lord."
248,"@NBCNews 회개와 거룩함사역회  BUSAN                                         #EternityPreparedness
 https://t.co/Rr1mUnP4lP

코로나바이러스를 2015년도에 예언 선포한 주님의 강력한 두 선지자의 음성을 들어 보십시오","@NBCNEWS Repentation and Holy Ministry BUSAN #EternityPreparedness
 https://t.co/RR1MUNP4LP

Listen to the voice of the two of the Lord's powerful prophets who proclaimed the Corona Virus in 2015"
249,"@nytimes 회개와 거룩함 사역회 BUSAN
#EternityPreparedness 
https://t.co/qvBL3WbbCQ

코로나바이러스는 왜 이 세상에
왔을까요?","@nytimes repentance and holiness ministries Busan
#ErnityPreparedness
https://t.co/QVBL3WBBCQ

Why Corona Virus is in this world
Will you come?"
250,"국산 1호' 신종 코로나바이러스 감염증(코로나19) 치료제인 셀트리온의 '렉키로나'(성분명 레그단비맙)가 상용화된 지 3개월이 되면서 중증으로 악화하는 환자를 줄이는 데 기여하고 있다는 현장 의료진의 평가가 나왔다. https://t.co/CJj1KROpxV

자랑스럽내요","Domestic No. 1 'H1N1 Corona Virus Infection (Corona 19) The evaluation of the on-site medical staff, which contributes to the patients who are compatible with the ""Lexi Leg-Renabi"" of Celltrion (Corona 19). I came out. https://t.co/CJJ1Kropxv

I am proud"
251,"일본서 미국 제약사 화이자의 신종 코로나바이러스 감염증(코로나19) 백신을 2회 접종하고도 감염된 사례가 나왔다.

요미우리신문은 이시카와현 가나자와시의 이시카와현립 중앙병원에 근무하는 한 파견사원 여성이 코로나19 백신을 2회 접종한 뒤 감염이 확인됐다고 12일 보도했다.","In Japan, the US Pharmaceutical Competition (Corona 19) The vaccine was inoculated with a vaccine (Corona 19), and an examples of infected.

The Yomiuri newspaper reported on the 12 days after the infection was inoculated with Corona 19 vaccine, as long as it is working at the Ishikawa Prefectural Central Hospital in Ishikawa Prefecture, Ishikawa Prefecture."
252,"품목별 수출현황을 보면 전년 동기 대비 반도체(24.8%), 승용차(29.8%), 무선통신기기(52.5%), 석유제품(35.2%) 등이 증가했다. 다만 신종 코로나바이러스 감염증(코로나19) 확산 이후 큰 폭의 증가세를 보였던 컴퓨터 주변기기는 전년보다 5.4% 감소했다.","As a result of item exports by item, semiconductor (24.8%), passenger car (29.8%), wireless communication device (52.5%) and petroleum products (35.2%) were increased. However, after the spread of new corona virus infection (corona 19), the computer periphery, which showed a large increase in large width, decreased by 5.4% from the previous year."
