,Unnamed: 0,Text,new_text,languages,translated,new_languages,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun,subjectivity,text_type
462,462,did you schedule your child’s covid-19 second dose vaccination appointment children aged 5-11 years can take their second dose vaccination 21 days after receiving their first dose. learn how schedule their appointment at,did you schedule your child’s covid-19 second dose vaccination appointment children aged 5-11 years can take their second dose vaccination 21 days after receiving their first dose. learn how schedule their appointment at,ENGLISH,did you schedule your child’s covid-19 second dose vaccination appointment children aged 5-11 years can take their second dose vaccination 21 days after receiving their first dose. learn how schedule their appointment at,ENGLISH,"[('did', 'VBD'), ('you', 'PRP'), ('schedule', 'VB'), ('your', 'PRP$'), ('child', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('couid', 'VBP'), ('nineteen', 'JJ'), ('second', 'JJ'), ('dose', 'JJ'), ('vaccination', 'NN'), ('appointment', 'NN'), ('children', 'NNS'), ('aged', 'VBD'), ('five', 'CD'), ('eleven', 'JJ'), ('years', 'NNS'), ('can', 'MD'), ('take', 'VB'), ('their', 'PRP$'), ('second', 'JJ'), ('dose', 'JJ'), ('vaccination', 'NN'), ('twentynine', 'NN'), ('days', 'NNS'), ('after', 'IN'), ('receiving', 'VBG'), ('their', 'PRP$'), ('first', 'JJ'), ('dose', 'NN'), ('learn', 'VB'), ('how', 'WRB'), ('schedule', 'JJ'), ('their', 'PRP$'), ('appointment', 'NN'), ('at', 'IN')]","['schedule', 'child', 'couid', 'nineteen', 'second', 'dose', 'vaccination', 'appointment', 'children_aged', 'five', 'eleven', 'year', 'take', 'second', 'dose', 'vaccination', 'twentynine', 'day', 'receiving', 'first', 'dose', 'learn', 'schedule', 'appointment']","['schedule', 'child', 'second', 'dose', 'vaccination', 'appointment', 'children_age', 'year', 'take', 'second', 'dose', 'vaccination', 'twentynine', 'day', 'receive', 'first', 'dose', 'learn', 'schedule', 'appointment']","['schedule', 'child', 'vaccination', 'appointment', 'year', 'vaccination', 'twentynine', 'day', 'dose', 'schedule', 'appointment']",0.18333333333333335,objective
463,463,"troops lekhapani &amp; rupai battalions #redshielddivision conducted medical camp changlang district arunachal benefiting more than 230 locals who were also given covid vaccination. football match was also organised with locals tinsukia, assam.","troops lekhapani &amp; rupai battalions #redshielddivision conducted medical camp changlang district arunachal benefiting more than 230 locals who were also given covid vaccination. football match was also organised with locals tinsukia, assam.",ENGLISH,"troops lekhapani &amp; rupai battalions #redshielddivision conducted medical camp changlang district arunachal benefiting more than 230 locals who we are also given covid vaccination. football match was also organised with locals tinsukia, assam.",ENGLISH,"[('troops', 'NNS'), ('lekhapani', 'VBP'), ('amp', 'JJ'), ('rupa', 'NN'), ('battalions', 'NNS'), ('redshielddivision', 'NN'), ('conducted', 'VBD'), ('medical', 'JJ'), ('camp', 'NN'), ('changing', 'VBG'), ('district', 'NN'), ('arunachal', 'NN'), ('benefiting', 'VBG'), ('more', 'JJR'), ('than', 'IN'), ('locals', 'NNS'), ('who', 'WP'), ('we', 'PRP'), ('are', 'VBP'), ('also', 'RB'), ('given', 'VBN'), ('couid', 'JJ'), ('vaccination', 'NN'), ('football', 'NN'), ('match', 'NN'), ('was', 'VBD'), ('also', 'RB'), ('organised', 'VBN'), ('with', 'IN'), ('locals', 'NNS'), ('tinsukia', 'NNS'), ('assay', 'VBP')]","['troop', 'lekhapani', 'amp', 'rupa', 'battalion', 'redshielddivision', 'conducted', 'medical', 'camp', 'changing', 'district', 'arunachal', 'benefiting', 'local', 'also', 'given', 'couid', 'vaccination', 'football', 'match', 'also', 'organised', 'local', 'tinsukia', 'assay']","['redshielddivision', 'conduct', 'medical', 'camp', 'change', 'district', 'arunachal', 'benefit', 'local', 'also', 'give', 'couid', 'vaccination', 'football', 'match', 'also', 'organise', 'local', 'tinsukia', 'assay']","['redshielddivision', 'camp', 'district', 'arunachal', 'local', 'couid', 'vaccination', 'football', 'match', 'local', 'tinsukia', 'assay']",0.25,objective
464,464,"keep yourself others safe #covid19 follow covid appropriate behavior at all times, even after your vaccination. #tickettosuraksha","keep yourself others safe #covid19 follow covid appropriate behavior at all times, even after your vaccination. #tickettosuraksha",ENGLISH,"keep yourself others safe #covid19 follow covid appropriate behavior at all times, even after your vaccination. #tickettosuraksha",ENGLISH,"[('keep', 'VB'), ('yourself', 'PRP'), ('others', 'NNS'), ('safe', 'JJ'), ('follow', 'JJ'), ('couid', 'NN'), ('appropriate', 'JJ'), ('behavior', 'NN'), ('at', 'IN'), ('all', 'DT'), ('times', 'NNS'), ('even', 'RB'), ('after', 'IN'), ('your', 'PRP$'), ('vaccination', 'NN'), ('tickettosuraksha', 'NN')]","['keep', 'others', 'safe', 'follow', 'couid', 'appropriate_behavior', 'time', 'even', 'vaccination', 'tickettosuraksha']","['keep', 'other', 'safe', 'follow', 'couid', 'time', 'even', 'vaccination']","['other', 'follow', 'couid', 'time', 'vaccination']",0.5,subjective
466,466,"also visited covid vaccination centre at mini stadium, senapati district. effort encouragement rendered by administrative officials covid-19 centre, senapati district is laudable believe that invaluable service will help make fully vaccinated nation.","also visited covid vaccination centre at mini stadium, senapati district. effort encouragement rendered by administrative officials covid-19 centre, senapati district is laudable believe that invaluable service will help make fully vaccinated nation.",ENGLISH,"also visited covid vaccination centre at mini stadium, senapati district. effort encouragement rendered by administrative officials covid-19 centre, senapati district is laudable believe that invaluable service will help make fully vaccinated nation.",ENGLISH,"[('also', 'RB'), ('visited', 'VBN'), ('couid', 'NN'), ('vaccination', 'NN'), ('centre', 'NN'), ('at', 'IN'), ('mini', 'NN'), ('stadium', 'NN'), ('senpai', 'JJ'), ('district', 'NN'), ('effort', 'NN'), ('encouragement', 'NN'), ('rendered', 'VBN'), ('by', 'IN'), ('administrative', 'JJ'), ('officials', 'NNS'), ('couid', 'VBP'), ('nineteen', 'JJ'), ('centre', 'NN'), ('senpai', 'NN'), ('district', 'NN'), ('is', 'VBZ'), ('laudable', 'JJ'), ('believe', 'VBP'), ('that', 'IN'), ('invaluable', 'JJ'), ('service', 'NN'), ('will', 'MD'), ('help', 'VB'), ('make', 'VB'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('nation', 'NN')]","['also', 'visited', 'couid', 'vaccination', 'centre', 'mini', 'stadium', 'senpai', 'district', 'effort', 'encouragement', 'rendered', 'administrative', 'official', 'couid', 'nineteen', 'centre', 'senpai', 'district', 'laudable', 'believe', 'invaluable', 'service', 'help', 'make', 'fully', 'vaccinated', 'nation']","['also', 'visit', 'district', 'effort', 'encouragement', 'render', 'administrative', 'official', 'couid', 'district', 'believe', 'invaluable', 'service', 'help', 'make', 'fully', 'vaccinate', 'nation']","['district', 'effort', 'encouragement', 'official', 'district', 'service', 'help', 'nation']",0.0,subjective
468,468,"over 5 crore adolescents 15–17-year age group india are now covered with first dose covid #vaccine country, reports 💉 read more here ⬇️ #vaccination #covid19 #coronavirus","over 5 crore adolescents 15–17-year age group india are now covered with first dose covid #vaccine country, reports syringe read more here down_arrow️ #vaccination #covid19 #coronavirus",ENGLISH,"over 5 crore adolescents 15–17-year age group india are now covered with first dose covid #vaccine country, reports syringe read more here down_arrow️ #vaccination #covid19 #coronavirus",ENGLISH,"[('over', 'IN'), ('five', 'CD'), ('crore', 'NN'), ('adolescents', 'NNS'), ('fifteen', 'JJ'), ('i', 'NN'), ('seventeen', 'JJ'), ('year', 'NN'), ('age', 'NN'), ('group', 'NN'), ('india', 'NNS'), ('are', 'VBP'), ('now', 'RB'), ('covered', 'VBN'), ('with', 'IN'), ('first', 'JJ'), ('dose', 'JJ'), ('couid', 'NN'), ('vaccine', 'JJ'), ('country', 'NN'), ('reports', 'NNS'), ('syringe', 'VBP'), ('read', 'VBN'), ('more', 'RBR'), ('here', 'RB'), ('i', 'JJ'), ('vaccination', 'NN'), ('coronavirus', 'NN')]","['five', 'crore', 'adolescent', 'fifteen', 'seventeen', 'year', 'age_group', 'india', 'covered', 'first', 'dose', 'couid', 'vaccine', 'country', 'report', 'syringe', 'read', 'vaccination', 'coronavirus']","['adolescent', 'year', 'cover', 'first', 'dose', 'couid', 'vaccine', 'country', 'report', 'syringe', 'read', 'vaccination']","['adolescent', 'year', 'couid', 'vaccine', 'country', 'report', 'vaccination']",0.41666666666666663,objective
469,469,kyun .. muft ration mahino tak diya .. poor women got 500/- pm. vaccination ka bandobast kiya.. india handled covid better than developed countries.,kyun .. muft ration mahino tak diya .. poor women got 500/- pm. vaccination ka bandobast kiya.. india handled covid better than developed countries.,ENGLISH,kyun .. muft ration mahino tak diya .. poor women got 500/- pm. vaccination ka bandobast kiya.. india handled covid better than developed countries.,ENGLISH,"[('kyun', 'NN'), ('i', 'NN'), ('must', 'MD'), ('ration', 'VB'), ('marino', 'NN'), ('tak', 'IN'), ('diya', 'NN'), ('i', 'NN'), ('poor', 'JJ'), ('women', 'NNS'), ('got', 'VBD'), ('i', 'JJ'), ('am', 'VBP'), ('vaccination', 'NN'), ('ka', 'NN'), ('bandobast', 'IN'), ('kira', 'NN'), ('i', 'NN'), ('india', 'VBP'), ('handled', 'VBN'), ('couid', 'NN'), ('better', 'RBR'), ('than', 'IN'), ('developed', 'JJ'), ('countries', 'NNS')]","['kyun', 'must', 'ration', 'marino', 'tak', 'poor', 'woman', 'got', 'vaccination', 'ka', 'bandobast', 'kira', 'india', 'handled', 'couid', 'better', 'developed', 'country']","['must', 'ration', 'poor', 'woman', 'get', 'vaccination', 'handle', 'couid', 'well', 'develop', 'country']","['woman', 'vaccination', 'couid', 'country']",0.46666666666666673,subjective
470,470,"visited covid vaccinated centre at ib, kangpokpi district. very delighted see many students below 18 yrs turned up vaccination. believe that administrative covid unit kangpokpi district will target maximum no. vaccination taking all 1st, 2nd &amp; precaution doses.","visited covid vaccinated centre at ib, kangpokpi district. very delighted see many students below 18 yrs turned up vaccination. believe that administrative covid unit kangpokpi district will target maximum no. vaccination taking all 1st, 2nd &amp; precaution doses.",ENGLISH,"visited covid vaccinated centre at ib, kangpokpi district. very delighted see many students below 18 yrs turned up vaccination. believe that administrative covid unit kangpokpi district will target maximum no. vaccination taking all 1st, 2nd &amp; precaution doses.",ENGLISH,"[('visited', 'VBN'), ('couid', 'NN'), ('vaccinated', 'VBD'), ('centre', 'NN'), ('at', 'IN'), ('ib', 'JJ'), ('kangpokpi', 'FW'), ('district', 'NN'), ('very', 'RB'), ('delighted', 'VBD'), ('see', 'VB'), ('many', 'JJ'), ('students', 'NNS'), ('below', 'IN'), ('eighteen', 'JJ'), ('yrs', 'NN'), ('turned', 'VBD'), ('up', 'RP'), ('vaccination', 'NN'), ('believe', 'VBP'), ('that', 'IN'), ('administrative', 'JJ'), ('couid', 'NN'), ('unit', 'NN'), ('kangpokpi', 'NNP'), ('district', 'NN'), ('will', 'MD'), ('target', 'VB'), ('maximum', 'JJ'), ('no', 'DT'), ('vaccination', 'NN'), ('taking', 'VBG'), ('all', 'DT'), ('est', 'JJS'), ('and', 'CC'), ('amp', 'JJ'), ('precaution', 'NN'), ('doses', 'NNS')]","['visited', 'couid', 'vaccinated', 'centre', 'kangpokpi', 'district', 'delighted', 'see', 'many', 'student', 'eighteen', 'yr', 'turned', 'vaccination', 'believe', 'administrative', 'couid', 'unit', 'kangpokpi', 'district', 'target', 'maximum', 'vaccination', 'taking', 'est', 'amp', 'precaution', 'dos']","['centre', 'delight', 'see', 'many', 'student', 'yrs', 'turn', 'believe', 'unit', 'vaccination', 'take', 'amp', 'precaution', 'dose']","['centre', 'student', 'yrs', 'unit', 'vaccination', 'amp', 'precaution']",0.47,objective
472,472,dehradun airport today organised covid-19 boster doose vaccination drive medical inspection room dehradun airport all stakeholders.,dehradun airport today organised covid-19 boster doose vaccination drive medical inspection room dehradun airport all stakeholders.,ENGLISH,dehradun airport today organised covid-19 boster doose vaccination drive medical inspection room dehradun airport all stakeholders.,ENGLISH,"[('dehradun', 'NN'), ('airport', 'NN'), ('today', 'NN'), ('organised', 'VBD'), ('couid', 'NN'), ('nineteen', 'JJ'), ('foster', 'NN'), ('loose', 'JJ'), ('vaccination', 'NN'), ('drive', 'NN'), ('medical', 'JJ'), ('inspection', 'NN'), ('room', 'NN'), ('dehradun', 'NN'), ('airport', 'NN'), ('all', 'DT'), ('stakeholders', 'NNS')]","['dehradun', 'airport', 'today', 'organised', 'couid', 'nineteen', 'foster', 'loose', 'vaccination', 'drive', 'medical', 'inspection', 'room', 'dehradun', 'airport', 'stakeholder']","['today', 'organise', 'couid', 'foster', 'loose', 'medical', 'inspection', 'room', 'airport', 'stakeholder']","['today', 'couid', 'foster', 'inspection', 'room', 'airport', 'stakeholder']",0.0,objective
473,473,"more laws, less justice. more politicians, less freedom. more covid vaccination, less natural immunity.","more laws, less justice. more politicians, less freedom. more covid vaccination, less natural immunity.",ENGLISH,"more laws, less justice. more politicians, less freedom. more covid vaccination, less natural immunity.",ENGLISH,"[('more', 'RBR'), ('laws', 'NNS'), ('less', 'RBR'), ('justice', 'RB'), ('more', 'RBR'), ('politicians', 'NNS'), ('less', 'RBR'), ('freedom', 'RB'), ('more', 'RBR'), ('couid', 'JJ'), ('vaccination', 'NN'), ('less', 'RBR'), ('natural', 'JJ'), ('immunity', 'NN')]","['law', 'le', 'justice', 'politician', 'le', 'freedom', 'couid', 'vaccination', 'le', 'natural_immunity']","['law', 'less', 'justice', 'politician', 'less', 'vaccination', 'less', 'natural_immunity']","['law', 'justice', 'politician', 'vaccination', 'natural_immunity']",0.3,subjective
474,474,your leaders who go out country take covid vaccination.,your leaders who go out country take covid vaccination.,ENGLISH,your leaders who go out country take covid vaccination.,ENGLISH,"[('your', 'PRP$'), ('leaders', 'NNS'), ('who', 'WP'), ('go', 'VBP'), ('out', 'RP'), ('country', 'NN'), ('take', 'VB'), ('couid', 'NN'), ('vaccination', 'NN')]","['leader', 'go', 'country', 'take', 'couid', 'vaccination']","['leader', 'go', 'country', 'take', 'couid', 'vaccination']","['leader', 'country', 'couid', 'vaccination']",0.0,objective
475,475,india’s covid vaccination coverage crosses 170 crore mark,india’s covid vaccination coverage crosses 170 crore mark,ENGLISH,india’s covid vaccination coverage crosses 170 crore mark,ENGLISH,"[('india', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('couid', 'VBP'), ('vaccination', 'NN'), ('coverage', 'NN'), ('crosses', 'VBZ'), ('crore', 'RB'), ('mark', 'NN')]","['india', 'couid', 'vaccination', 'coverage_crosses', 'crore_mark']",['vaccination'],['vaccination'],0.0,objective
476,476,central govt informed sc that submitting aadhar card is not mandatory cowin portal covid 19 vaccination,central govt informed sc that submitting aadhar card is not mandatory cowin portal covid 19 vaccination,ENGLISH,central govt informed sc that submitting aadhar card is not mandatory cowin portal covid 19 vaccination,ENGLISH,"[('central', 'JJ'), ('govt', 'NN'), ('informed', 'VBD'), ('so', 'RB'), ('that', 'IN'), ('submitting', 'VBG'), ('radar', 'NN'), ('card', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('mandatory', 'JJ'), ('coin', 'NNS'), ('portal', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN')]","['central', 'govt', 'informed', 'submitting', 'radar_card', 'not', 'mandatory', 'coin_portal', 'couid', 'nineteen', 'vaccination']","['inform', 'submit', 'mandatory', 'couid', 'vaccination']","['couid', 'vaccination']",0.25,objective
477,477,". shri aditya negi,flags off covid awareness mobile van . cst school today. van shall flash messages regarding #covidvaccination #appropriatebehaviour 8-11 february shimla. . . . .",". shri aditya negi,flags off covid awareness mobile van . cst school today. van shall flash messages regarding #covidvaccination #appropriatebehaviour 8-11 february shimla. . . . .",ENGLISH,". shri aditya negi,flags off covid awareness mobile van . cst school today. van shall flash messages regarding #covidvaccination #appropriatebehaviour 8-11 february shimla. . . . .",ENGLISH,"[('shri', 'NN'), ('aditya', 'NN'), ('neg', 'NN'), ('flags', 'NNS'), ('off', 'RP'), ('couid', 'NN'), ('awareness', 'NN'), ('mobile', 'IN'), ('van', 'NN'), ('cut', 'NN'), ('school', 'NN'), ('today', 'NN'), ('van', 'VBP'), ('shall', 'MD'), ('flash', 'VB'), ('messages', 'NNS'), ('regarding', 'VBG'), ('covidvaccination', 'NN'), ('appropriatebehaviour', 'NNS'), ('eight', 'CD'), ('eleven', 'RB'), ('february', 'JJ'), ('shimla', 'NN')]","['shri', 'aditya', 'neg', 'flag', 'couid', 'awareness', 'mobile', 'van', 'cut', 'school', 'today', 'van', 'shall', 'flash', 'message', 'regarding', 'covidvaccination', 'appropriatebehaviour', 'eight', 'eleven', 'february', 'shimla']","['today', 'shall', 'flash', 'message', 'regard', 'covidvaccination', 'appropriatebehaviour', 'shimla']","['today', 'message', 'covidvaccination', 'appropriatebehaviour', 'shimla']",0.0,objective
478,478,"covid-19: take your booster dose, #abudhabi authority urges residents abu dhabi public health centre clarifies vaccination schedule different groups #covid19ab","covid-19: take your booster dose, #abudhabi authority urges residents abu dhabi public health centre clarifies vaccination schedule different groups #covid19ab",ENGLISH,"covid-19: take your booster dose, #abudhabi authority urges residents abu dhabi public health centre clarifies vaccination schedule different groups #covid19ab",ENGLISH,"[('couid', 'NN'), ('nineteen', 'JJ'), ('take', 'VB'), ('your', 'PRP$'), ('booster', 'NN'), ('dose', 'NN'), ('abudhabi', 'JJ'), ('authority', 'NN'), ('urges', 'VBZ'), ('residents', 'NNS'), ('abu', 'JJ'), ('dhabi', 'JJ'), ('public', 'JJ'), ('health', 'NN'), ('centre', 'NN'), ('clarifies', 'NNS'), ('vaccination', 'VBP'), ('schedule', 'NN'), ('different', 'JJ'), ('groups', 'NNS')]","['couid', 'nineteen', 'take', 'booster', 'dose', 'abudhabi', 'authority', 'urge', 'resident', 'abu_dhabi', 'public', 'health', 'centre', 'clarifies', 'vaccination', 'schedule', 'different', 'group']","['couid', 'take', 'urge', 'resident', 'public', 'health', 'centre', 'clarifie', 'vaccination', 'schedule', 'different', 'group']","['couid', 'resident', 'health', 'centre', 'clarifie', 'vaccination', 'group']",0.3333333333333333,objective
479,479,"during covid pandemic, india initiated world's largest vaccination drive with ""make india"" vaccines. addition, 80 crore citizens availed free rations while more than 5 crore familes were facilitated clean water supply via nal se jal scheme. #budgetsession2022","during covid pandemic, india initiated world's largest vaccination drive with ""make india"" vaccines. addition, 80 crore citizens availed free rations while more than 5 crore familes were facilitated clean water supply via nal se jal scheme. #budgetsession2022",ENGLISH,"during covid pandemic, india initiated world's largest vaccination drive with ""make india"" vaccines. addition, 80 crore citizens availed free rations while more than 5 crore familes we are facilitated clean water supply via nal se jal scheme. #budgetsession2022",ENGLISH,"[('during', 'IN'), ('couid', 'JJ'), ('pandemic', 'JJ'), ('india', 'NN'), ('initiated', 'VBD'), ('world', 'NN'), ('i', 'NN'), ('largest', 'JJS'), ('vaccination', 'NN'), ('drive', 'NN'), ('with', 'IN'), ('make', 'JJ'), ('india', 'NN'), ('vaccines', 'NNS'), ('addition', 'NN'), ('eighty', 'RB'), ('crore', 'NN'), ('citizens', 'NNS'), ('availed', 'VBD'), ('free', 'JJ'), ('rations', 'NNS'), ('while', 'IN'), ('more', 'JJR'), ('than', 'IN'), ('five', 'CD'), ('crore', 'NN'), ('familes', 'NNS'), ('we', 'PRP'), ('are', 'VBP'), ('facilitated', 'JJ'), ('clean', 'JJ'), ('water', 'NN'), ('supply', 'NN'), ('via', 'IN'), ('nal', 'JJ'), ('se', 'NN'), ('jal', 'NN'), ('scheme', 'NN')]","['couid', 'pandemic', 'india', 'initiated', 'world_largest', 'vaccination', 'drive', 'make', 'india', 'vaccine', 'addition', 'eighty', 'crore', 'citizen', 'availed', 'free', 'ration', 'five', 'crore', 'familes', 'facilitated', 'clean', 'water', 'supply', 'via', 'nal', 'se', 'jal', 'scheme']","['initiate', 'drive', 'make', 'vaccine', 'addition', 'crore', 'citizen', 'avail', 'free', 'ration', 'famile', 'facilitate', 'clean', 'water', 'supply']","['drive', 'vaccine', 'addition', 'crore', 'citizen', 'ration', 'famile', 'water', 'supply']",0.6666666666666666,subjective
