Text,pos_tagged_words,words_list,new_text,scores,compound,sentiment_vader
i don't think they are comparable because pfizer's study had sites many countries. moderna's was u.s.-only trial.,"[('i', 'JJ'), ('don', 'VBP'), ('i', 'JJ'), ('think', 'VBP'), ('they', 'PRP'), ('are', 'VBP'), ('comparable', 'JJ'), ('because', 'IN'), ('pfizer', 'NN'), ('i', 'NN'), ('study', 'NN'), ('had', 'VBD'), ('sites', 'NNS'), ('many', 'JJ'), ('countries', 'NNS'), ('modern', 'VBP'), ('i', 'NN'), ('was', 'VBD'), ('u', 'JJ'), ('i', 'NN'), ('i', 'VBP'), ('only', 'RB'), ('trial', 'NN')]","['think', 'comparable', 'pfizer', 'study', 'site', 'many', 'country', 'modern', 'u', 'trial']",think comparable pfizer study site many country modern u trial,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
pfizer moderna decrease chances infection by 90%,"[('pfizer', 'NN'), ('modern', 'JJ'), ('decrease', 'NN'), ('chances', 'NNS'), ('infection', 'NN'), ('by', 'IN'), ('ninety', 'NN')]","['pfizer', 'modern', 'decrease', 'chance', 'infection', 'ninety']",pfizer modern decrease chance infection ninety,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2023}",0.2023,neutral
pfizer อ่านว่า พีไฟเซอร์,"[('pfizer', 'NN'), ('pronounced', 'VBD'), ('pfizer', 'NN')]","['pfizer', 'pronounce', 'pfizer']",pfizer pronounce pfizer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"ok, so we have stress, this should tell you all everything right here, when ceo hasn't taken his own vaccine yet even if it's not current, just again shows how he didn't take it right away, like most all did","[('ok', 'RB'), ('so', 'IN'), ('we', 'PRP'), ('have', 'VBP'), ('stress', 'VBN'), ('this', 'DT'), ('should', 'MD'), ('tell', 'VB'), ('you', 'PRP'), ('all', 'DT'), ('everything', 'NN'), ('right', 'RB'), ('here', 'RB'), ('when', 'WRB'), ('ceo', 'NN'), ('hasn', 'NN'), ('i', 'NN'), ('taken', 'VBN'), ('his', 'PRP$'), ('own', 'JJ'), ('vaccine', 'NN'), ('yet', 'RB'), ('even', 'RB'), ('if', 'IN'), ('it', 'PRP'), ('i', 'VBZ'), ('not', 'RB'), ('current', 'JJ'), ('just', 'RB'), ('again', 'RB'), ('shows', 'VBZ'), ('how', 'WRB'), ('he', 'PRP'), ('didn', 'VBZ'), ('i', 'JJ'), ('take', 'VBP'), ('it', 'PRP'), ('right', 'RB'), ('away', 'RB'), ('like', 'IN'), ('most', 'JJS'), ('all', 'DT'), ('did', 'VBD')]","['stress', 'tell', 'everything', 'right', 'ceo', 'take', 'vaccine', 'yet', 'even', 'not', 'current', 'show', 'take', 'right', 'away', 'like']",stress tell everything right ceo take vaccine yet even not current show take right away like,"{'neg': 0.068, 'neu': 0.827, 'pos': 0.105, 'compound': 0.1621}",0.1621,negative
"amid covid-19 surge, pfizer vaccine nears full fda approval via","[('amid', 'IN'), ('covid', 'JJ'), ('nineteen', 'JJ'), ('surge', 'NN'), ('pfizer', 'NN'), ('vaccine', 'NN'), ('nears', 'VBZ'), ('full', 'JJ'), ('fda', 'NN'), ('approval', 'NN'), ('via', 'IN')]","['amid', 'covid', 'nineteen', 'surge', 'pfizer', 'vaccine', 'near', 'full', 'fda', 'approval', 'via']",amid covid nineteen surge pfizer vaccine near full fda approval via,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4767}",0.4767,positive
"fda has approve pfizer. government is pushing it so hard if it gets denied there would be chaos. do some research spike proteins what they do your organs. they killed lot lab rats sure. this isn't conspiracy, just reading published data.","[('fda', 'NN'), ('has', 'VBZ'), ('approve', 'VBN'), ('pfizer', 'JJ'), ('government', 'NN'), ('is', 'VBZ'), ('pushing', 'VBG'), ('it', 'PRP'), ('so', 'RB'), ('hard', 'RB'), ('if', 'IN'), ('it', 'PRP'), ('gets', 'VBZ'), ('denied', 'VBN'), ('there', 'EX'), ('would', 'MD'), ('be', 'VB'), ('chaos', 'VBN'), ('do', 'VB'), ('some', 'DT'), ('research', 'NN'), ('spike', 'NN'), ('proteins', 'VBZ'), ('what', 'WP'), ('they', 'PRP'), ('do', 'VBP'), ('your', 'PRP$'), ('organs', 'NNS'), ('they', 'PRP'), ('killed', 'VBD'), ('lot', 'NN'), ('lab', 'NN'), ('rats', 'VBZ'), ('sure', 'JJ'), ('this', 'DT'), ('isn', 'NN'), ('i', 'VBZ'), ('conspiracy', 'NN'), ('just', 'RB'), ('reading', 'VBG'), ('published', 'VBN'), ('data', 'NNS')]","['fda', 'approve', 'pfizer', 'government', 'push', 'hard', 'get', 'deny', 'would', 'chaos', 'research', 'spike_protein', 'organ', 'kill', 'lot', 'lab_rat', 'sure', 'conspiracy', 'read', 'publish', 'datum']",fda approve pfizer government push hard get deny would chaos research spike_protein organ kill lot lab_rat sure conspiracy read publish datum,"{'neg': 0.244, 'neu': 0.66, 'pos': 0.096, 'compound': -0.8356}",-0.8356,negative
"moderna wants boosters. pfizer wants boosters. never-ending cycle this shit you allowed them scare you into means one thing: your 💉 status mine will be perpetually same. ""not fully"". so sit down stfu, preachy halfwits.","[('modern', 'JJ'), ('wants', 'VBZ'), ('boosters', 'NNS'), ('pfizer', 'NN'), ('wants', 'VBZ'), ('boosters', 'NNS'), ('never', 'RB'), ('ending', 'VBG'), ('cycle', 'NN'), ('this', 'DT'), ('shit', 'NN'), ('you', 'PRP'), ('allowed', 'VBD'), ('them', 'PRP'), ('scare', 'VB'), ('you', 'PRP'), ('into', 'IN'), ('means', 'VBZ'), ('one', 'CD'), ('thing', 'NN'), ('your', 'PRP$'), ('syringe', 'NN'), ('status', 'NN'), ('mine', 'NN'), ('will', 'MD'), ('be', 'VB'), ('perpetually', 'RB'), ('same', 'JJ'), ('not', 'RB'), ('fully', 'RB'), ('i', 'VBP'), ('so', 'RB'), ('sit', 'RB'), ('down', 'RP'), ('stu', 'JJ'), ('preachy', 'NN'), ('halfwits', 'NNS')]","['modern', 'want', 'booster', 'pfizer', 'want', 'booster', 'never', 'end', 'cycle', 'shit', 'allow', 'scare', 'mean', 'one', 'thing', 'syringe', 'status', 'mine', 'perpetually', 'not', 'fully', 'sit', 'stu', 'preachy', 'halfwit']",modern want booster pfizer want booster never end cycle shit allow scare mean one thing syringe status mine perpetually not fully sit stu preachy halfwit,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.8151}",-0.8151,negative
pfizer gang i’m still not 🐑 nor zombie robot waiting instructions my government overlords 🤷🏻‍♂️,"[('pfizer', 'NN'), ('gang', 'NN'), ('i', 'VBP'), ('i', 'NN'), ('i', 'VBP'), ('still', 'RB'), ('not', 'RB'), ('ewe', 'VB'), ('nor', 'CC'), ('zombie', 'NNP'), ('robot', 'VBP'), ('waiting', 'VBG'), ('instructions', 'NNS'), ('my', 'PRP$'), ('government', 'NN'), ('overlords', 'IN'), ('i', 'NN'), ('i', 'VBP')]","['pfizer', 'gang', 'still', 'not', 'ewe', 'zombie', 'robot', 'wait', 'instruction', 'government', 'overlord']",pfizer gang still not ewe zombie robot wait instruction government overlord,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"nyc there are significant numbers people visiting legally south america month get two pfizer doses — at no charge, course. saw this first hand spoke one nurses at one city-operated vaccine sites.","[('ny', 'NN'), ('there', 'EX'), ('are', 'VBP'), ('significant', 'JJ'), ('numbers', 'NNS'), ('people', 'NNS'), ('visiting', 'VBG'), ('legally', 'RB'), ('south', 'RB'), ('america', 'JJ'), ('month', 'NN'), ('get', 'VBP'), ('two', 'CD'), ('pfizer', 'NN'), ('doses', 'NNS'), ('i', 'VBP'), ('at', 'IN'), ('no', 'DT'), ('charge', 'NN'), ('course', 'NN'), ('saw', 'VBD'), ('this', 'DT'), ('first', 'JJ'), ('hand', 'NN'), ('spoke', 'VBD'), ('one', 'CD'), ('nurses', 'NNS'), ('at', 'IN'), ('one', 'CD'), ('city', 'NN'), ('operated', 'VBN'), ('vaccine', 'NN'), ('sites', 'NNS')]","['significant', 'number', 'people', 'visit', 'legally', 'south', 'america', 'month', 'get', 'two', 'pfizer', 'dose', 'charge', 'course', 'see', 'first', 'hand', 'speak', 'one', 'nurse', 'one', 'city', 'operate', 'vaccine', 'site']",significant number people visit legally south america month get two pfizer dose charge course see first hand speak one nurse one city operate vaccine site,"{'neg': 0.062, 'neu': 0.758, 'pos': 0.18, 'compound': 0.4939}",0.4939,neutral
which one did you get i'm learning booster dose either pfizer or moderna will be equally effective. maybe get other one if boosters become thing.,"[('which', 'WDT'), ('one', 'CD'), ('did', 'VBD'), ('you', 'PRP'), ('get', 'VB'), ('i', 'JJ'), ('i', 'NN'), ('learning', 'VBG'), ('booster', 'NN'), ('dose', 'NN'), ('either', 'CC'), ('pfizer', 'NN'), ('or', 'CC'), ('modern', 'VB'), ('will', 'MD'), ('be', 'VB'), ('equally', 'RB'), ('effective', 'JJ'), ('maybe', 'RB'), ('get', 'VB'), ('other', 'JJ'), ('one', 'CD'), ('if', 'IN'), ('boosters', 'NNS'), ('become', 'VBP'), ('thing', 'NN')]","['one', 'get', 'learn', 'booster', 'dose', 'either', 'pfizer', 'modern', 'equally', 'effective', 'maybe', 'get', 'one', 'booster', 'become', 'thing']",one get learn booster dose either pfizer modern equally effective maybe get one booster become thing,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.4767}",0.4767,positive
fda rejected moderna j&amp;j applications full fda approval. right now they are only considering pfizer. there is lot political pressure approve at least one vax. pfizer trials are published. same number deaths placebo vax groups.,"[('fda', 'RB'), ('rejected', 'VBD'), ('modern', 'JJ'), ('i', 'NN'), ('amp', 'VBP'), ('i', 'NN'), ('applications', 'NNS'), ('full', 'JJ'), ('fda', 'NN'), ('approval', 'NN'), ('right', 'RB'), ('now', 'RB'), ('they', 'PRP'), ('are', 'VBP'), ('only', 'RB'), ('considering', 'VBG'), ('pfizer', 'NN'), ('there', 'EX'), ('is', 'VBZ'), ('lot', 'JJ'), ('political', 'JJ'), ('pressure', 'NN'), ('approve', 'VB'), ('at', 'IN'), ('least', 'JJS'), ('one', 'CD'), ('van', 'NN'), ('pfizer', 'NN'), ('trials', 'NNS'), ('are', 'VBP'), ('published', 'VBN'), ('same', 'JJ'), ('number', 'NN'), ('deaths', 'NNS'), ('placebo', 'VBP'), ('van', 'NN'), ('groups', 'NNS')]","['fda', 'reject', 'modern', 'amp', 'application', 'full', 'fda', 'approval', 'right', 'consider', 'pfizer', 'lot', 'political', 'pressure', 'approve', 'least', 'one', 'van', 'pfizer', 'trial', 'publish', 'number', 'death', 'placebo', 'van', 'group']",fda reject modern amp application full fda approval right consider pfizer lot political pressure approve least one van pfizer trial publish number death placebo van group,"{'neg': 0.134, 'neu': 0.758, 'pos': 0.108, 'compound': -0.2732}",-0.2732,negative
"e não quis se vacinar no complexo olímpico. o coi ofereceu vacina pfizer pra qualquer atleta interessado. causa, efeito. escolha, consequência. taí algo interessante pra levar pro podcast, . certamente ele não foi o único.","[('and', 'CC'), ('did', 'VBD'), ('not', 'RB'), ('want', 'VB'), ('to', 'TO'), ('be', 'VB'), ('vaccinated', 'VBN'), ('at', 'IN'), ('the', 'DT'), ('olympic', 'NN'), ('complex', 'VBD'), ('the', 'DT'), ('doc', 'NN'), ('offered', 'VBD'), ('pfizer', 'JJ'), ('vaccine', 'NN'), ('to', 'TO'), ('any', 'DT'), ('interested', 'JJ'), ('athlete', 'NN'), ('cause', 'NN'), ('effect', 'NN'), ('choice', 'NN'), ('consequence', 'NN'), ('here', 'RB'), ('i', 'JJ'), ('something', 'NN'), ('interesting', 'VBG'), ('to', 'TO'), ('take', 'VB'), ('to', 'TO'), ('the', 'DT'), ('podcast', 'NN'), ('he', 'PRP'), ('certainly', 'RB'), ('wasn', 'VBD'), ('i', 'VB'), ('the', 'DT'), ('only', 'JJ'), ('one', 'NN')]","['not', 'want', 'vaccinated', 'olympic', 'complex', 'doc', 'offer', 'pfizer', 'vaccine', 'interested', 'athlete', 'cause', 'effect', 'choice', 'consequence', 'something', 'interesting', 'take', 'podcast', 'certainly', 'one']",not want vaccinated olympic complex doc offer pfizer vaccine interested athlete cause effect choice consequence something interesting take podcast certainly one,"{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
e não quis se vacinar no complexo olímpico. o coi ofereceu vacina pfizer pra qualquer atleta interessado.,"[('and', 'CC'), ('did', 'VBD'), ('not', 'RB'), ('want', 'VB'), ('to', 'TO'), ('be', 'VB'), ('vaccinated', 'VBN'), ('at', 'IN'), ('the', 'DT'), ('olympic', 'NN'), ('complex', 'VBD'), ('the', 'DT'), ('doc', 'NN'), ('offered', 'VBD'), ('pfizer', 'JJ'), ('vaccine', 'NN'), ('to', 'TO'), ('any', 'DT'), ('interested', 'JJ'), ('athlete', 'NN')]","['not', 'want', 'vaccinated', 'olympic', 'complex', 'doc', 'offer', 'pfizer', 'vaccine', 'interested', 'athlete']",not want vaccinated olympic complex doc offer pfizer vaccine interested athlete,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
got my first dose pfizer vaccine 🥴,"[('got', 'VBD'), ('my', 'PRP$'), ('first', 'JJ'), ('dose', 'JJ'), ('pfizer', 'NN'), ('vaccine', 'NN')]","['get', 'first', 'dose', 'pfizer', 'vaccine']",get first dose pfizer vaccine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
agree. are they working booster children trials i just hear about pfizer…,"[('agree', 'NNS'), ('are', 'VBP'), ('they', 'PRP'), ('working', 'VBG'), ('booster', 'NN'), ('children', 'NNS'), ('trials', 'NNS'), ('i', 'RB'), ('just', 'RB'), ('hear', 'VB'), ('about', 'IN'), ('pfizer', 'NN'), ('i', 'NN')]","['agree', 'work', 'booster', 'child', 'trial', 'hear', 'pfizer']",agree work booster child trial hear pfizer,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0.3612,negative
pfizer vaccine does not contain viagra but it kinda does.,"[('pfizer', 'NN'), ('vaccine', 'NN'), ('does', 'VBZ'), ('not', 'RB'), ('contain', 'VB'), ('viagra', 'NNS'), ('but', 'CC'), ('it', 'PRP'), ('kinda', 'VBD'), ('does', 'VBZ')]","['pfizer', 'vaccine', 'not', 'contain', 'viagra', 'kinda']",pfizer vaccine not contain viagra kinda,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,negative
"mi sobrino se vacunó 2 dosis sinovac. vino usa y se vacunó 2 dosis pfizer. no tuvo ningún problema, tiene 30 años.","[('my', 'PRP$'), ('nephew', 'JJ'), ('got', 'VBD'), ('two', 'CD'), ('doses', 'NNS'), ('of', 'IN'), ('sinovac', 'NN'), ('came', 'VBD'), ('usa', 'JJ'), ('and', 'CC'), ('was', 'VBD'), ('vaccinated', 'VBN'), ('two', 'CD'), ('doses', 'NNS'), ('pfizer', 'IN'), ('he', 'PRP'), ('had', 'VBD'), ('no', 'DT'), ('problem', 'NN'), ('he', 'PRP'), ('is', 'VBZ'), ('thirty', 'JJ'), ('years', 'NNS'), ('old', 'JJ')]","['nephew', 'get', 'two', 'dose', 'sinovac', 'come', 'usa', 'vaccinate', 'two', 'dose', 'pfizer', 'problem', 'thirty', 'year', 'old']",nephew get two dose sinovac come usa vaccinate two dose pfizer problem thirty year old,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
"sounds like my experience with pfizer vx minus wedding dancing 😜 , 1st dose much much worse than 2nd. wishing you well","[('sounds', 'NNS'), ('like', 'IN'), ('my', 'PRP$'), ('experience', 'NN'), ('with', 'IN'), ('pfizer', 'NN'), ('ex', 'FW'), ('minus', 'CC'), ('wedding', 'VBG'), ('dancing', 'NN'), ('est', 'JJS'), ('dose', 'RB'), ('much', 'JJ'), ('much', 'RB'), ('worse', 'JJR'), ('than', 'IN'), ('and', 'CC'), ('wishing', 'VBG'), ('you', 'PRP'), ('well', 'VBP')]","['sound', 'like', 'experience', 'pfizer', 'minus', 'wedding', 'dance', 'est', 'dose', 'much', 'much', 'bad', 'wish', 'well']",sound like experience pfizer minus wedding dance est dose much much bad wish well,"{'neg': 0.117, 'neu': 0.639, 'pos': 0.244, 'compound': 0.34}",0.34,negative
"señor pfizer ¡ahora soy todo tuyo, me controlaras tu antojo #meconviertoenmarciano #30's #vacúnate en plazas outlets escobedo","[('my', 'PRP$'), ('pfizer', 'NN'), ('now', 'RB'), ('i', 'VBZ'), ('i', 'VBP'), ('all', 'DT'), ('yours', 'VBP'), ('you', 'PRP'), ('will', 'MD'), ('control', 'VB'), ('your', 'PRP$'), ('craving', 'VBG'), ('meconviertoenmarciano', 'JJ'), ('thirty', 'NN'), ('i', 'NN'), ('vaccinate', 'VBP'), ('in', 'IN'), ('plazas', 'JJ'), ('outlets', 'NNS'), ('escobedo', 'VBP')]","['pfizer', 'control', 'craving', 'meconviertoenmarciano', 'thirty', 'vaccinate', 'plazas', 'outlet', 'escobedo']",pfizer control craving meconviertoenmarciano thirty vaccinate plazas outlet escobedo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
which house are you house pfizer here #getvaccinatednow #housepfizer #pfizergang,"[('which', 'WDT'), ('house', 'NN'), ('are', 'VBP'), ('you', 'PRP'), ('house', 'NN'), ('pfizer', 'NN'), ('here', 'RB'), ('getvaccinatednow', 'JJ'), ('housepfizer', 'NN'), ('pfizergang', 'NN')]","['house', 'house', 'pfizer', 'getvaccinatednow', 'housepfizer', 'pfizergang']",house house pfizer getvaccinatednow housepfizer pfizergang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,positive
"lo lei, gracias por la informacion. no estaba al tanto. pense que, como aca en ee.uu. solamente se la estaba aplicando mayores de 18","[('i', 'NN'), ('read', 'VBP'), ('it', 'PRP'), ('thanks', 'VBZ'), ('for', 'IN'), ('the', 'DT'), ('information', 'NN'), ('i', 'NN'), ('was', 'VBD'), ('not', 'RB'), ('aware', 'JJ'), ('i', 'JJ'), ('thought', 'VBD'), ('that', 'IN'), ('like', 'IN'), ('here', 'RB'), ('in', 'IN'), ('the', 'DT'), ('us', 'PRP'), ('it', 'PRP'), ('was', 'VBD'), ('only', 'RB'), ('being', 'VBG'), ('applied', 'VBN'), ('to', 'TO'), ('those', 'DT'), ('over', 'IN'), ('eighteen', 'JJ')]","['read', 'thank', 'information', 'not', 'aware', 'thought', 'like', 'we', 'apply', 'eighteen']",read thank information not aware thought like we apply eighteen,"{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
espero que no.,"[('i', 'NNS'), ('hope', 'VBP'), ('not', 'RB')]","['hope', 'not']",hope not,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
same my nieces home. both fed employees. husband got one shot pfizer will delay second as long as possible. according dr malone creator mrna pfizer has lowest dosage spike protein. sad many are put position experimental drug or lose job.,"[('same', 'JJ'), ('my', 'PRP$'), ('nieces', 'NNS'), ('home', 'VBP'), ('both', 'DT'), ('fed', 'VBP'), ('employees', 'NNS'), ('husband', 'VBP'), ('got', 'VBD'), ('one', 'CD'), ('shot', 'NN'), ('pfizer', 'NN'), ('will', 'MD'), ('delay', 'VB'), ('second', 'JJ'), ('as', 'RB'), ('long', 'RB'), ('as', 'IN'), ('possible', 'JJ'), ('according', 'VBG'), ('do', 'VBP'), ('malone', 'NN'), ('creator', 'NN'), ('mrna', 'NN'), ('pfizer', 'NN'), ('has', 'VBZ'), ('lowest', 'JJS'), ('dosage', 'NN'), ('spike', 'NN'), ('protein', 'VBP'), ('sad', 'JJ'), ('many', 'JJ'), ('are', 'VBP'), ('put', 'VBN'), ('position', 'NN'), ('experimental', 'JJ'), ('drug', 'NN'), ('or', 'CC'), ('lose', 'VB'), ('job', 'NN')]","['nieces', 'home', 'fed', 'employee', 'husband', 'get', 'one', 'shot', 'pfizer', 'delay', 'second', 'long', 'possible', 'accord', 'malone', 'creator', 'pfizer', 'low', 'dosage', 'spike_protein', 'sad', 'many', 'put', 'position', 'experimental', 'drug', 'lose', 'job']",nieces home fed employee husband get one shot pfizer delay second long possible accord malone creator pfizer low dosage spike_protein sad many put position experimental drug lose job,"{'neg': 0.229, 'neu': 0.771, 'pos': 0.0, 'compound': -0.8658}",-0.8658,negative
me llama mucho la atencion que lo hayan aprobado en argentina cuando aca no se aprobo aun y el donante es estados unidos.,"[('i', 'NN'), ('am', 'VBP'), ('very', 'RB'), ('struck', 'JJ'), ('by', 'IN'), ('the', 'DT'), ('fact', 'NN'), ('that', 'IN'), ('it', 'PRP'), ('has', 'VBZ'), ('been', 'VBN'), ('approved', 'VBN'), ('in', 'IN'), ('argentina', 'NN'), ('when', 'WRB'), ('it', 'PRP'), ('has', 'VBZ'), ('not', 'RB'), ('yet', 'RB'), ('been', 'VBN'), ('approved', 'VBN'), ('here', 'RB'), ('and', 'CC'), ('the', 'DT'), ('donor', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('united', 'JJ'), ('states', 'NNS')]","['strike', 'fact', 'approve', 'argentina', 'not', 'yet', 'approve', 'donor', 'united_state']",strike fact approve argentina not yet approve donor united_state,"{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
eso si. fue un error mio. lo acepto,"[('yes', 'RB'), ('indeed', 'RB'), ('it', 'PRP'), ('was', 'VBD'), ('my', 'PRP$'), ('mistake', 'NN'), ('i', 'NN'), ('accept', 'VBP'), ('it', 'PRP')]","['yes', 'indeed', 'mistake', 'accept']",yes indeed mistake accept,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4019}",-0.4019,negative
"acepto que no sabia que la vacuna moderna se estaba dando chicos en argentina. fue un error mio no saber y me sorprende que hayan dado ese paso. si queres pelear por las mayusculas, en fin","[('i', 'NN'), ('accept', 'VBP'), ('that', 'IN'), ('i', 'NN'), ('did', 'VBD'), ('not', 'RB'), ('know', 'VB'), ('that', 'IN'), ('the', 'DT'), ('modern', 'JJ'), ('vaccine', 'NN'), ('was', 'VBD'), ('being', 'VBG'), ('given', 'VBN'), ('to', 'TO'), ('children', 'NNS'), ('in', 'IN'), ('argentina', 'NN'), ('it', 'PRP'), ('was', 'VBD'), ('my', 'PRP$'), ('mistake', 'NN'), ('not', 'RB'), ('knowing', 'VBG'), ('and', 'CC'), ('i', 'NN'), ('i', 'VBP'), ('surprised', 'VBD'), ('they', 'PRP'), ('took', 'VBD'), ('that', 'IN'), ('step', 'NN'), ('if', 'IN'), ('you', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('fight', 'VB'), ('for', 'IN'), ('capital', 'NN'), ('letters', 'NNS'), ('well', 'RB')]","['accept', 'not', 'know', 'modern', 'vaccine', 'give', 'child', 'argentina', 'mistake', 'not', 'know', 'surprised', 'take', 'step', 'want', 'fight', 'capital', 'letter', 'well']",accept not know modern vaccine give child argentina mistake not know surprised take step want fight capital letter well,"{'neg': 0.182, 'neu': 0.818, 'pos': 0.0, 'compound': -0.7269}",-0.7269,negative
